Job_Id,Title,Location,Department,Salary_range,Company_profile,Description,Requirements,Benefits,Telecommuting,Has_company_logo,Has_questions,Employment_type,Required_education,Industry,Function,Fraudulent
65,Evening Mixer,"Sioux Falls, SD",,hourly,Crumbl,"Who are we looking for?

Must be 18 or older to apply.

Evening Mixer

We also offer many other great benefits such as:

Tips ($3.50 to $5.00 per hour)
Flexible schedule
Leadership opportunities to gain real world management experience to help you reach your professional goals.
Competitive pay
One Free cookie per shift
Employee Discount
Closed Sundays
If you are someone who enjoys baking, working with your hands, running large mixers, has a passion to serve and make memorable baked experiences, likes to learn and grow while being in a fast-paced environment, then Crumbl Cookies is the place for you. Oh… and did we tell you these cookies are the best in the world!!!

Crumbl Cookies is a fast-growing national brand that is disrupting the way people experience and enjoy cookies. We are proudly building a reputation consisting of incredible tasting cookies that are the best in the world, through our fun “Crumbl” culture, creating raving fan experiences every day, while providing a clean, safe and welcoming environment. This reputation is only possible with an individual who is passionate and dedicated to offering world class cookies and raving fan experiences, serving the team and customers, while having a strong desire to grow and learn.

We ask you to:

Smile
Create and Maintain Eye Contact
Make Emotional Connections with Guests
Honors and encourages others to follow the visions and values of the restaurant
Ability to multitask quickly, yet thoroughly
Have the ability to communicate effectively in English
Be at least 18 years of age (will be operating mixers)
Be willing and able to work a flexible schedule
Have the ability to lift and carry 10-55 lbs.
Have a valid driver's license and reliable transportation
Applicants will also be expected to be able to work on their feet for several hours at a time and lift potentially heavy objects when necessary. Prior experience is preferred, but not necessary.","Smile
Create and Maintain Eye Contact
Make Emotional Connections with Guests
Honors and encourages others to follow the visions and values of the restaurant
Ability to multitask quickly, yet thoroughly
Have the ability to communicate effectively in English
Be at least 18 years of age (will be operating mixers)
Be willing and able to work a flexible schedule
Have the ability to lift and carry 10-55 lbs.
Have a valid driver's license and reliable transportation
Applicants will also be expected to be able to work on their feet for several hours at a time and lift potentially heavy objects when necessary. Prior experience is preferred, but not necessary.

Requirements and Responsibilities:

Operate Mixers on a Regular Basis
Consistency and Reliability
Cheerful and Positive Attitude
Values Teamwork
Loves Serving and Helping Others","Tips ($3.50 to $5.00 per hour)
Flexible schedule
Leadership opportunities to gain real world management experience to help you reach your professional goals.
Competitive pay
One Free cookie per shift
Employee Discount
Closed Sundays",0,1,0,"part-time, full-time",,Food Service,Food Prep,0
66,Server,"Deadwood, SD",,hourly,Boston's Restaurant & Sports Bar,"Is PLEASING people your motto and CUSTOMER SERVICE your main purpose?

If so, being a SERVER at Boston’s is the perfect job for you! If you get energized by the rush of a crowd, if you’re motivated by working as part of a team, if you can stay cool under pressure move fast without appearing to be in a rush, I want YOU on the Boston’s team!
Working at Boston’s means you always get to see the BIG GAME, your schedule is flexible, we offer insurance, and a comfortable dress code.

Come join the best team in the restaurant/sports bar business!

Job Types: Full-time, Part-time

Benefits:

Dental insurance
Employee discount
Health insurance
Vision insurance
Restaurant type:

Bar
Casual dining restaurant
Fast casual restaurant
Shift:

Day shift
Evening shift
Morning shift
Night shift
Weekly day range:

Monday to Friday
Weekends as needed
Shift availability:

Day Shift (Preferred)
Night Shift (Preferred)
Overnight Shift (Preferred)",,"Dental insurance
Employee discount
Health insurance
Vision insurance",0,1,0,"part-time, full-time",,Food Service,Serving,0
67,YMCA Summer Program Site Lead,"Hartford, SD",,hourly,YMCA,"SIOUX FALLS YMCA JOB DESCRIPTION

Job Title: Summer Program Site Lead

Reports to: Program Director

POSITION SUMMARY:

The Site Lead works 9-5:30 at our Hartford KARE summer program. Hours of operation are Monday-Friday from 7am-6pm, with additional planning hours available. The Site Lead is responsible for ensuring the health, safety and well being of children in the program by providing close supervision of all activities. The Site Lead is responsible for developing and maintaining positive relationships with the school staff, parents, and community members.

OUR CULTURE:

Our mission and core values are brought to life by our culture. In the Y, we strive to live our cause of strengthening communities with purpose and intentionality every day. We are welcoming: we are open to all. We are a place where you can belong and become. We are genuine: we value you and embrace your individuality. We are hopeful: we believe in you and your potential to become a catalyst in the world. We are nurturing: we support you in your journey to develop your full potential. We are determined: above all else, we are on a relentless quest to make our community stronger beginning with you.

ESSENTIAL FUNCTIONS:

-Ensure the health, safety and well being of children in the program by providing close supervision of all activities

-Supervise, participate in, and administer recreational activities for middle school age children

-Plan activities and events that are exciting, challenging and value-based

-Work cooperatively with other staff

-Create and maintain daily lessons plans and attendance

-Supervise children while attending field trips

-Actively participate in all training sessions, designated meetings and special events.

-Developing and maintain positive relationships with the school staff, parents, and community members

-Communicate with guardians on a daily basis regarding the behavior of their children

-Maintain all supplies, equipment and materials and inform the Program Director when new/additional supplies are needed

-Ensure that all staff and children are respectful of school property and ensure all school rules are followed

-Other assigned duties

LEADERSHIP COMPETENCIES:

Oral Communication: speaks clearly and persuasively; listens and gets clarification when necessary; responds informatively to questions
Written Communication: writes clearly and concisely; edits work; varies writing style to meet specific needs; presents data effectively; able to read and interpret written information.
Planning and Organizing: prioritizes and plans own work activities; asks for needed resources; works to established goals and objectives
Professionalism: Approaches other in a polite and tactful manner; maintains composure and reacts well under pressure; follows through on commitments
Quality: Demonstrates accuracy and thoroughness; applies feedback to improve performance; monitors own work to ensure quality
Adaptability: Adapts to changes in the work environment; juggling competing demands; changes approach or method to best fit the situation; able to deal with occasional change, delays, or unexpected events. Asks supervisor when unsure of priorities.
QUALIFICATIONS:

1+ years of experience working with youth
CPR/AED Certification (Must obtain with first 30 days of employment)
Desire to take an active role in planning and implementing programing for School-aged children
WORK ENVIRONMENT/PHYSICAL DEMANDS:

Frequently required to sit; occasionally required to stand or walk or run
Occasionally required to reach with hands and arms
Frequently required to talk, hear or see
Occasionally required to lift and/or move up to 25 pounds
Occasionally required to bend, twist or climb
Moderate concentration/intensity, which includes prolonged mental effort with limited opportunity for breaks
Normal memory, taking into consideration the amount and type of information
Moderate level of complexity for decision making
Normal time pressure of decision making'
'Work Remotely No

Job Types: Full-time, Temporary

Pay: $13.00 - $17.00 per hour

Benefits:

Employee discount
Flexible schedule
Professional development assistance
Schedule:

8 hour shift
Day shift
Monday to Friday
Experience:

Childcare: 1 year (Preferred)
License/Certification:

First Aid Certification (Preferred)
CPR Certification (Preferred)
Work Location: In person",Childcare: 1 year (Preferred),"Employee discount
Flexible schedule
Professional development assistance",,1,0,Temporary,,Child Care,Child Care,0
68,Wind Cave National Park Cultural Coordinator,"Hot,Springs, SD",,weekly,Conservation Legacy,"Ancestral Lands Conservation Corps’ Mission

It is the mission of the Ancestral Lands Conservation Corps to lead our nations back to cultural and ecological well-being. The Ancestral Lands Conservation Corps is specifically designed to engage Native American youth and young adults. Ancestral Lands Conservation Corps serves local tribal communities in the regions we operate. Indigenous persons and/or area tribal members are highly encouraged to apply.

This program is available to all, without regard to race, color, national origin, gender, age, religion, sexual orientation, disability, gender identity or expression, political affiliation, marital or parental status, genetic information, and military service. Where a significant portion of the population eligible to be served needs services or information in a language other than English, the recipient shall take reasonable steps to provide written material of the type ordinarily available to the public in appropriate languages.


AmeriCorps Mission Statement:

AmeriCorps mission statement is “to strengthen communities and develop leaders through direct, team-based direct national and community service.”


National Park Service Mission:

The National Park Service preserves unimpaired the natural and cultural resources and values of the National Park System for the enjoyment, education, and inspiration of this and future generations. The Park Service cooperates with partners to extend the benefits of natural and cultural resource conservation and outdoor recreation throughout this country and the world.

It is Wind Cave National Park's goal to protect, preserve, and interpret both the Natural and Cultural resources that are contained within the park, for the larger public and for future generations. In the oral traditions of the Oceti Sakowin, Wind Cave also known as Maka Oniye is the genesis site for both humanity and the bison. It remains a Sacred Site for not only the Oceti Sakowin but for many Tribal Nations including the 28 Tribes who are traditionally associated with Wind Cave National Park.


Being one of the longest, oldest, and most complex caves in the world, Wind Cave is an important natural site containing the largest concentration of boxwork, a rare cave formation first described at the site. The park is also home to many prairie wildlife communities including elk, pronghorn, prairie dog, endangered black-footed ferrets, and genetically diverse and brucellosis-free American Bison.

NPS Wind Cave Cultural Event Coordinator/ALCC Individual Placement (IP) Overview:

As both a culturally and environmentally significant site there is a need for an Intern who can help plan and implement one or more events in 2024 that will honor the culture and oral traditions of the Tribal Nations who are associated with Wind Cave and will celebrate the fundamental and life-giving connection that Native people have with the bison.
This project will involve working closely with the Natural Resources departments of various Tribal Nations to plan the logistics of conducting an annual take of one bison at Wind Cave. Older bull bison once reaching a certain age will wander away from the herd and set out on their own in the park, this often leads to them being hit by passing motorist. Removing the older bull bison for a ceremonial kill would not affect the genetics of the herd as they have already passed on their genes, would support balance in the ecological systems of the park, and would have the added benefit of providing food for the Tribal Communities involved.
The community and public events will foster better relations with the Tribes and demonstrate Wind Cave's commitment to preserving both the natural and cultural landscape of the site. It is of paramount importance to have these events planned though an Indigenous person's perspective so that they are developed and implemented in a respectful and meaningful way and that they truly demonstrate the ancestral and living connections between Indigenous communities and the park.
The intern will be in an interdisciplinary position working with the Natural, Cultural, and Interpretation Departments of Wind Cave National Park and the corresponding programs for area Tribal Nations. The intern will be exposed to the inner workings of these departments and will have many chances to network with other parks and other entities outside of the NPS as their work will require them to meet and communicate with a variety of Tribal organizations, cultural demonstrators, artists, and related parties to plan for the events.
Essential functions and responsibilities:
This ALCC IP/ Cultural Coordinator will work to complete tasks and projects outlined below.

Engage with Tribes to develop concept and process for the ceremonial take of one bison annually that honors and acknowledges the deep cultural and traditional relationship that Native people affiliated with Wind Cave have with the bison.
Successfully plan and implement a public event on Native Americans' Day (aka Indigenous Peoples Day) that celebrates Native culture and cultural practices, communicates the oral history of Wind Cave National Park, and promotes the connection of Indigenous people to the park and its resources.
Foster relationships with Tribes associated with Wind Cave to help build the foundation for a full-time Tribal Liaison position for Wind Cave and other Black Hills parks.



Required Skills
Organizing a culturally relevant Native Americans Event at Wind Cave that reflects the significance the place has with Indigenous people.
Contacting and forging agreements with Native American cultural demonstrators (i.e. dancers, drummers, flute-players, story tellers, artists) who will be able to showcase their culture with the wider public and bring attention to the cultural significance of the site.
Organizing, planning, and advertising the event in a way that is respectful and mindful of the spiritual significance that the site has.
Fostering communication with local Tribal governments and Tribes that are affiliated with Wind Cave National Park
Facilitating the concept design for an annual ceremonial bison take
Working with local Tribal governments and Tribal organizations to garner interest in a ceremony and determining priorities for the various Tribal Nations that are traditionally associated with the park. The goal is a draft plan for an annual take that celebrates the cultural and traditional ties Native people have with the bison and identifies an appropriate process for selecting one entity to carry out the activity per year.
Working with the park and regional Natural Resources departments to establish park guidelines for permitting a bison kill and ceremony.
Fostering communication between the Natural Resources department and Tribal entities to create continuing and long-lasting relationships between all parties involved.
Fostering relations with Tribal Nations associated with Wind Cave National Park, with the goal of assessing what job functions and occupational series within the government of the park, and possibly other Black Hills parks, would be the highest priority for diversity hiring.
Assessing the Park's opportunities for diversity hiring through research and communication with relevant parties.
Assessing the success and difficulties associated with the planning of the cultural events, and how to reach target audiences, to enable the park to better plan for future events.
Learning from the events and communicating with the Tribes to develop new events such as a Native arts and crafts show for future planning.
Trainings that you will provide to prepare the intern for this activity: Mentorship from Park Management and from other Indigenous NPS Employees



Required Experience
Preferred Experience:

experience in community outreach and engagement.
event planning
knowledge of tribal nations in surrounding area / cultural connection related to bison.",," AmeriCorps Education Award $3,447.50 after successful completion of term",0,1,0,Temporary,,Wildlife,Culture Coordinator,0
69,Reporter,"Webster, SD",,34000-40000,Reporter & Farmer,"This is an immediate opening at a weekly newspaper for a general assignment reporter.

Starting salary $35,000-$40,000, doe.

The Reporter & Farmer is an award winning publication in the heart of the Glacial Lakes region in Northeast South Dakota where we enjoy no state income tax and economical rental rates. This publication is locally-owned and has a family friendly work environment.

Seeking candidate with at least 1-2 years experience or who is an aggressive recent graduate. The ideal candidate will have an apatite for covering the happenings of the area, to record the history of the community with empathy and be a watchdog for local county, city government and school boards while also be willing to plug into the team environment to help out with the occasional miscellaneous office duty when needed. Sports, business beats, personality features and general news. Position requires photographing own assignments (equipment provided) and some pagination (we run on Mac) – possessing skills with Adobe programs are a plus but willing to train the right candidate.

Email resume and sample work to amanda [at] reporterandfarmer [dot] com.

Job Type: Full-time

Pay: $35,000.00 - $40,000.00 per year

Benefits:

Employee discount
Paid time off
Retirement plan
Vision insurance
Schedule:

Monday to Friday
On call
Weekends as needed
Ability to commute/relocate:

Webster, SD 57274: Reliably commute or planning to relocate before starting work (Required)
Experience:

Journalism: 1 year (Preferred)
License/Certification:

Driver's License (Required)
Ability to Relocate:

Webster, SD 57274: Relocate before starting work (Required)
Work Location: In person","Webster, SD 57274: Reliably commute or planning to relocate before starting work","Employee discount
Paid time off
Retirement plan
Vision insurance",0,1,0,full-time,,Agriculture,Reporter,0
70,Golf Outside Service Attendant,"Sturgis, SD",,hourly,Boulder Canyon Golf Club,"OB DESCRIPTION - Outside Services Attendant

At Boulder Canyon Golf Club, the customer experience is the most important aspect of our business. We are proud of the golf experience we provide, the quality of food we produce, and service we provide along with the team environment we foster.

The Outside Services Attendant ensures outside components of the golf operations is facilitated. This specifically relates to golf cart fleet management, driving range, and putting green management along with consistent clubhouse/grounds cleanliness and upkeep.

Additionally, Outside Services will be cross trained to support restaurant operations to ensure our customers are given the absolute best service each and every time they step inside the Clubhouse.

Responsibilities

· Meets and greets all guests in a friendly, courteous and professional manner.

· Communicates in a clear and professional manner to guests to inform guest of rules, provide course play recommendations, explain golf products and services, and provide details on upcoming events and Club offerings such as restaurant specials, beverage cart and snack shack hours of operation.

· Provides carts that are in excellent working condition to guests by directing them to the daily staging area and returning them to the cart barn free of debris and items.

· Ensures carts are properly cleaned, stored, and refueled.

· Complies with safety procedures and policies while performing job duties, including safely operating golf carts.

· Inspects carts and equipment to detect wear and damage to ensure safety, cleanliness, and proper working order; communicate damage and concerns to Golf Shop Attendant on duty in a timely matter.

· Coordinates with Golf Shop Attendant to maintain a consistent level of cart availability.

· Assists guests with golf bags, loading and unloading onto carts, and maintains bag drop off area.

· Maintains grounds of players’ entrance, staging area, driving rage, tee green, Golf Shop.

· Maintains all Cart Barn work, storage, and service areas.

· Maintains good personal hygiene; reports to work wearing a clean, neat uniform that follows uniform standards.

· Assists in setup and execution of tournaments and outings.

· Participates in required employee orientation and safety trainings.

· Reports guest complaints promptly to General Manager.

· Assists team members in Restaurant by restocking beverage coolers, filling coolers with ice, bussing tables and taking out garbage in restaurant and downstair storage area.

· Other duties as assigned by supervisor.

Skills and Qualifications

· Excellent customer service, including patience and a friendly demeanor

· Exceptional organization and time management

· Effective written and verbal communication skills

· Great active listening skills

· Ability and willingness to assist team members

· Ability to work well under pressure and coordinate multiple tasks

· Must be able to perform tasks outdoors in hot temperatures

· Willing to work flexible work schedules that include nights and weekends

· Physically able to be on their feet for extended periods and lift up to 25 pounds unassisted

Job Types: Full-time, Part-time

Pay: From $14.00 per hour"," Excellent customer service, including patience and a friendly demeanor

· Exceptional organization and time management

· Effective written and verbal communication skills

· Great active listening skills

· Ability and willingness to assist team members

· Ability to work well under pressure and coordinate multiple tasks

· Must be able to perform tasks outdoors in hot temperatures

· Willing to work flexible work schedules that include nights and weekends

· Physically able to be on their feet for extended periods and lift up to 25 pounds unassisted",,0,1,0,"part-time, full-time",,Sports,Attendant,0
71,Transportation Security Officer,"Pierre, SD",TSA,43000 - 55000,Transportation Security Administration,"Transportation Security Officers are responsible for providing security and protection of travelers across all transportation sectors in a courteous and professional manner. Their duties may also extend to securing high-profile events, important figures and/or anything that includes or impacts our transportation systems. Learn more about the Transportation Security Officer (TSO) role on the TSA Careers Website.",,SV D,0,1,0,full-time,,Security,Security Officer,0
72,Conservation Officer Trainee,SD,Game and Wildlife,hourly,South Dakota State Government,"PLEASE ATTACH THE ADDITIONAL REQUIREMENTS LISTED AT THE BOTTOM OF THIS PAGE

Job ID: 26794
Agency: Department of Game, Fish and Parks - Wildlife Division
Location: Statewide
Salary: $28.50 to $36.07 per hour, depending on experience
Pay Grade: GG
Closing Date: 05/03/2024

This is a full time position with the Department of Game, Fish and Parks. For more information on the Department of Game, Fish and Parks, please visit https://gfp.sd.gov/.

Why the South Dakota Department of Game, Fish and Parks?
Working for the South Dakota Game, Fish and Parks is not just a job. It is a life passion. It is about working together as a team with colleagues, customers, landowners, and partner organizations to ensure that our state’s outdoor heritage lives on for the next generation. Providing exceptional outdoor recreational opportunities for people to enjoy is one of the best jobs in state government. Our atmosphere empowers professional success and team building, while fostering relationships to build a culture focused on our four strategic plan goals:

Provide outdoor recreational opportunities.
Serve as stewards of our state’s natural resources.
Inspire confidence.
Foster professional excellence.
All we need is you to join our team! Sound like a good fit so far? As a South Dakota Department of Game, Fish and Parks employee, here is what you will experience:

Innovation – The GFP team is consistently revolutionizing enhancements to outdoor recreation in terms of technology and customer experience. We invite new ideas and interaction from our employees.
Collaboration and Communication – Our employees work with various teams, programs, and divisions within the agency, outside state and federal agencies, and public stakeholders. We want all employees to know that their voice will be heard as we continuously work towards our future goals.
Professional Development – We provide training and support for you to become an expert in the field and obtain the skills necessary to be successful in your position.
Task Diversity – The work duties are never boring. Your duties may include meeting with coworkers, collaborating with other government representatives, representing the Department at commission meetings and national conferences, visiting one of our state parks and recreation areas, or working to enhance habitat on a game production area. The outdoors provide for a pretty nice corner office!
Who We’re Looking For?
Exceptional interpersonal communication skills; the ability to deal effectively with people, especially in stressful situations; strong writing skills; the ability to speak in public; effective organizational skills; and competent problem solving skills.

Knowledge of conservation and parks law enforcement principles, practices, techniques, and tactics; fish, wildlife, and habitat conservation and park management practices; biological principles and practices pertaining to fish and wildlife; an understanding of habitat management practices beneficial to fish and wildlife; agency programs that promote public access; wildlife damage management techniques and practices; state and federal laws and regulations; agency policies that govern hunting, fishing, trapping, boating, and snowmobiling; court and criminal procedures; rules of evidence collection and preservation; and criminal investigation techniques.

Skills to identify native fish, wildlife, and plants; collect and preserve evidence; provide effective courtroom testimony; interview witnesses and suspects; write clear and concise reports; effectively collect data while conducting fish and wildlife surveys; and make sound fish and wildlife harvest recommendations.

Ability to effectively deal with people from a variety of social and cultural backgrounds; establish and maintain relationships with landowners, sportsmen, and park users; promote conservation, park law enforcement, fish and wildlife management, and hunter/angler access opportunities; deliver wildlife damage program services; de-escalate conflicts and problem solve; operate boats, snowmobiles, ATVs, firearms, and other specialized equipment; and effectively present educational and outreach programs.

What You Will Do
Enforce conservation, parks, and other laws and provide for public safety; manage wildlife, fisheries, water, and land resources; implement and deliver department programs and services; represent the department to the public; secure hunter and angler access; and provide for recreational opportunities.

These are positions in training to become fully certified Conservation Officers (CO) for the Division of Wildlife. CO Trainees must enter the training program with the necessary knowledge, skills, and abilities in the areas of expertise related to fish and wildlife management. They cannot be gained from the training programs provided.

Incumbents are then assigned to the Conservation Officer Field Training Program and spend approximately fifteen weeks in a field assignment designed to train them in various functions of conservation and park law enforcement, community policing, and problem solving; plus additional classroom training in wildlife, fisheries, and habitat management. This program requires the incumbents to travel extensively throughout the state. Wildlife Training Officers (WTO's) function as mentors during the program and evaluate the performance of CO Trainees on specific training tasks and on their abilities to apply knowledge and skills in field situations

Upon successful completion of both training programs, Conservation Officer Trainees are converted to a Conservation Officer at a pay grade GI. They may be temporarily assigned to regional wildlife offices in Rapid City, Watertown, Chamberlain, or Sioux Falls until permanent duty stations are available. Incumbents must be willing to accept any vacant duty station in South Dakota. Conservation Officers function in five primary areas: wildlife and wildlife damage management, fisheries management, land and habitat management, conservation and parks law enforcement, and public relations.

Licenses and Certifications:
Incumbent must be 21 years of age, have a valid driver's license, be or become a certified law enforcement officer in the State of South Dakota, successfully complete an extensive department field training program for conservation officers and pass semi-annual qualifications in defensive tactics and firearms.

The Ideal Candidate Will Have:
Exceptional interpersonal communication skills; the ability to deal effectively with people, especially in stressful situations; strong writing skills, the ability to speak in public; effective organizational skills; competent problem solving skills.

Knowledge of:

conservation and parks law enforcement principles, practices, techniques, and tactics;
fish, wildlife, and habitat conservation and park management practices;
biological principles and practices pertaining to fish and wildlife;
an understanding of habitat management practices beneficial to fish and wildlife; agency programs that promote public access; wildlife damage management techniques and practices; state and federal laws, regulations, and agency policies that govern hunting, fishing, trapping, boating, and snowmobiling; court and criminal procedures; rules of evidence collection and preservation; criminal investigative techniques.
Skill to:

identify native fish, wildlife, and plants;
collect and preserve evidence and provide effective courtroom testimony;
interview witnesses and suspects and write clear and concise reports;
effectively collect data while conducting fish and wildlife surveys;
make sound fish and wildlife harvest recommendations.
Ability to:

effectively deal with people from a variety of social and cultural backgrounds;
establish and maintain relationships with landowners, sportsmen, and park users to promote conservation and park law enforcement, fish and wildlife management, and hunter/angler access opportunities;
deliver wildlife damage program services;
de-escalate conflict and problem solve;
operate boats, snowmobiles, ATVs, firearms, and other specialized equipment;
effectively present educational and outreach programs.
What South Dakota has to Offer
South Dakota is centrally located in the U.S. and boasts the beautiful Missouri River and Black Hills. Our state has a rich frontier history and is a premier outdoor destination, offering some of the best outdoor recreation opportunities in the nation. Fishing, hunting, and photography are all popular activities that offer year-round opportunities for residents. Multiple state parks are ideal getaways for camping, hiking, and biking. Many towns offer the amenities of a larger city but with a small-town feel.

Game, Fish and Parks has office locations throughout South Dakota and remote work may be possible.

The State of South Dakota offers employer paid health insurance plus eleven paid holidays, generous vacation and sick leave accrual, dental, vision, other insurance options, and retirement benefits.

If you enjoy a career that is both exciting and challenging and want to make a difference in public service, we’d like to hear from you!

Additional Requirements: Candidate must provide copies of high school/college diplomas and college transcripts upon request. A bachelor's of science wildlife and fisheries or equivalent degree and/or experience is preferred

This position is eligible for Veterans’ Preference per ARSD 55:10:02:08.

Successful applicants will be required to undergo a thorough background investigation and successfully complete psychological testing and a polygraph examination. A physical exam is also required for this position. An arrest/conviction will not necessarily bar employment. This is a safety sensitive position and incumbent is subject to State of South Dakota drug testing requirements. Incumbent will be required to work a significant number of weekends throughout the year, especially during primary fishing, hunting and park seasons, outdoors and sometimes in extreme weather and under arduous physical conditions.

NCRC: If you possess a National Career Readiness Certificate, please submit the certificate with your application. For more information on how to acquire a National Career Readiness Certificate contact a South Dakota Department of Labor and Regulation Job Service Office. A certificate is not necessary to be considered.

The State of South Dakota does not sponsor work visas for new or existing employees. All persons hired will be required to verify identity and eligibility to work in the United States and complete an Employment Eligibility Verification, Form I-9. The State of South Dakota as an employer will be using E-Verify to complete employment eligibility verification upon hire.

The State of South Dakota offers employer paid health insurance plus eleven paid holidays, generous vacation and sick leave accrual, dental, vision, and other insurance options, and retirement benefits. You can view our benefits information at https://bhr.sd.gov/job-seekers/work-for-state-government/. This position is a member of Class B retirement under SDRS.","conservation and parks law enforcement principles, practices, techniques, and tactics;
fish, wildlife, and habitat conservation and park management practices;
biological principles and practices pertaining to fish and wildlife;
an understanding of habitat management practices beneficial to fish and wildlife; agency programs that promote public access; wildlife damage management techniques and practices; state and federal laws, regulations, and agency policies that govern hunting, fishing, trapping, boating, and snowmobiling; court and criminal procedures; rules of evidence collection and preservation; criminal investigative techniques.
Skill to:

identify native fish, wildlife, and plants;
collect and preserve evidence and provide effective courtroom testimony;
interview witnesses and suspects and write clear and concise reports;
effectively collect data while conducting fish and wildlife surveys;
make sound fish and wildlife harvest recommendations.Additional Requirements: Candidate must provide copies of high school/college diplomas and college transcripts upon request. A bachelor's of science wildlife and fisheries or equivalent degree and/or experience is preferred

This position is eligible for Veterans’ Preference per ARSD 55:10:02:08.

Successful applicants will be required to undergo a thorough background investigation and successfully complete psychological testing and a polygraph examination. A physical exam is also required for this position. An arrest/conviction will not necessarily bar employment. This is a safety sensitive position and incumbent is subject to State of South Dakota drug testing requirements. Incumbent will be required to work a significant number of weekends throughout the year, especially during primary fishing, hunting and park seasons, outdoors and sometimes in extreme weather and under arduous physical conditions.

NCRC: If you possess a National Career Readiness Certificate, please submit the certificate with your application. For more information on how to acquire a National Career Readiness Certificate contact a South Dakota Department of Labor and Regulation Job Service Office. A certificate is not necessary to be considered.

The State of South Dakota does not sponsor work visas for new or existing employees. All persons hired will be required to verify identity and eligibility to work in the United States and complete an Employment Eligibility Verification, Form I-9. The State of South Dakota as an employer will be using E-Verify to complete employment eligibility verification upon hire.

The State of South Dakota offers employer paid health insurance plus eleven paid holidays, generous vacation and sick leave accrual, dental, vision, and other insurance options, and retirement benefits. You can view our benefits information at https://bhr.sd.gov/job-seekers/work-for-state-government/. This position is a member of Class B retirement under SDRS.
Ability to:

effectively deal with people from a variety of social and cultural backgrounds;
establish and maintain relationships with landowners, sportsmen, and park users to promote conservation and park law enforcement, fish and wildlife management, and hunter/angler access opportunities;
deliver wildlife damage program services;
de-escalate conflict and problem solve;
operate boats, snowmobiles, ATVs, firearms, and other specialized equipment;
effectively present educational and outreach programs.",,0,1,0,full-time, bachelor's of science wildlife and fisheries or equivalent degree and/or experience is preferred,Wildlife,Conservation Officer,0
73,Service/Installation Technician,"Watertown, SD",,hourly,"Automated Waste Systems, LLC","SERVICE/INSTALLATION TECH

Automated Waste Systems is hiring for a SERVICE/INSTALLATION TECHNICIAN in our WATERTOWN, SD store!

The Service/Installation Technician will work on manure tanks, pumps, irrigation systems & the installation of this equipment. The Service/Installation Technician will be based out of our Watertown location in a NEWLY UPDATED climate-controlled shop but must also be able to go out on service calls. The ideal candidate will have a passion for the agricultural industry and will enjoy working independently but still in a team environment. Our ideal future teammate values great relationships with everyone in the company, is customer-driven, strives for excellence every day, has high levels of integrity and accountability and focuses on safety in everything he/she does.

The right candidate should be mechanically inclined.

To apply call 605-753-0300 and ask for Nick or complete an application online at https://awsllc.us/job-opportunities/

About Automated Waste Systems
Automated Waste Systems opened on January 2, 2002. Our primary focus was with GEA Houle manure handling equipment, but have since added Bazooka Farmstar, Artex, Doda, Nuhn, Kifco, McLanahan, T-L Irrigation equipment, Vertical Till Injector, Mensch, DSI and Zimmerman to make AWS one of the area’s most knowledgeable and experienced dealers in manure handling.

We offer a complete line of liquid and dry manure handling products, from scraper systems in dairy barns, to direct inject hose systems, to manure tanks and spreaders to apply the manure.

Job Type: Full-time

Pay: From $24.00 per hour",,"401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance",0,1,1,full-time,,Plumbing,Service Technician,0
74,Correctional Officer,"Britton, SD",Sheriff,hourly,Robert's County Sheriff's Office,"**POSITION LOCATED IN SISSETON, SD**

BASE PAY $20.00/Hour*
Are you interested in starting a CAREER working for a proactive law enforcement agency that takes pride in their work? Are you interested in a rewarding career with good pay, FREE benifits, great experience, and a great State of South Dakota retirement?

We are currently hiring Correctional Officers at the Roberts County Sheriff’s Office. Our starting pay is $20.00 per hour and we are looking for individuals who are proactive and are looking to be their best self. Night shift differential is also provided, double time on holidays, and overtime available.

Qualities of a Correctional Officer are being self motivated, pay attention to detail, and are problem solvers.

Working for our Detention Center can lead to a rewarding career in law enforcement and provides a plethora of experience and opportunity.

There is no experience or college degree necessary to apply. If you are looking for a career change, we would love to have you apply and see if you are a fit for our team while assisting with the change.

If you are currently attending school for law enforcement, sponsorship may be considered for part-time employment as a Correctional Officer as you progress through school.

Part-time schedules may be flexible, primarily seeking motivated individuals to fill in shifts where needed. If you are seeking part-time employment we are willing to work with your schedule. Hiring for multiple shifts.

Opportunities for advancement exist within the Detention Center as well.",,,0,1,0,"part-time, full-time",,Police,Correctional Officer,0
